ruta_imagen1,ruta_imagen2,ruta_imagen3,theta_i
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.303834612632515, -2.0, 178.14145472036515, 100.32366830275214, 1.1736022766924092].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.303834612632515, -2.0, 178.14145472036515, 100.32366830275214, 1.1736022766924092].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.303834612632515, -2.0, 178.14145472036515, 100.32366830275214, 1.1736022766924092].png","[4.71238898038469, -2.303834612632515, -2.0, 178.14145472036515, 100.32366830275214, 1.1736022766924092]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.303834612632515, -2.0943951023931953, 13.690089953414954, 73.76080729598175, 142.20733949776306].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.303834612632515, -2.0943951023931953, 13.690089953414954, 73.76080729598175, 142.20733949776306].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.303834612632515, -2.0943951023931953, 13.690089953414954, 73.76080729598175, 142.20733949776306].png","[4.71238898038469, -2.303834612632515, -2.0943951023931953, 13.690089953414954, 73.76080729598175, 142.20733949776306]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.303834612632515, -1.832595714594046, 57.04673799286216, 109.32376744820408, 175.32283540667578].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.303834612632515, -1.832595714594046, 57.04673799286216, 109.32376744820408, 175.32283540667578].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.303834612632515, -1.832595714594046, 57.04673799286216, 109.32376744820408, 175.32283540667578].png","[4.71238898038469, -2.303834612632515, -1.832595714594046, 57.04673799286216, 109.32376744820408, 175.32283540667578]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.303834612632515, -1.5707963267948966, 123.85710188907031, 78.26056498791934, 68.21882437482803].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.303834612632515, -1.5707963267948966, 123.85710188907031, 78.26056498791934, 68.21882437482803].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.303834612632515, -1.5707963267948966, 123.85710188907031, 78.26056498791934, 68.21882437482803].png","[4.71238898038469, -2.303834612632515, -1.5707963267948966, 123.85710188907031, 78.26056498791934, 68.21882437482803]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.303834612632515, -1.308996938995747, 166.12939200465178, 28.75810275943709, 34.28896782983318].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.303834612632515, -1.308996938995747, 166.12939200465178, 28.75810275943709, 34.28896782983318].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.303834612632515, -1.308996938995747, 166.12939200465178, 28.75810275943709, 34.28896782983318].png","[4.71238898038469, -2.303834612632515, -1.308996938995747, 166.12939200465178, 28.75810275943709, 34.28896782983318]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.303834612632515, 2.0, 175.42385171197012, 140.1137184824728, 11.314252965880883].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.303834612632515, 2.0, 175.42385171197012, 140.1137184824728, 11.314252965880883].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.303834612632515, 2.0, 175.42385171197012, 140.1137184824728, 11.314252965880883].png","[4.71238898038469, -2.303834612632515, 2.0, 175.42385171197012, 140.1137184824728, 11.314252965880883]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.303834612632515, 2.0943951023931953, 36.48253053026589, 59.75012975105613, 171.50439234242234].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.303834612632515, 2.0943951023931953, 36.48253053026589, 59.75012975105613, 171.50439234242234].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.303834612632515, 2.0943951023931953, 36.48253053026589, 59.75012975105613, 171.50439234242234].png","[4.71238898038469, -2.303834612632515, 2.0943951023931953, 36.48253053026589, 59.75012975105613, 171.50439234242234]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.303834612632515, 1.832595714594046, 137.72661253344563, 5.778962394591782, 13.623571540641352].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.303834612632515, 1.832595714594046, 137.72661253344563, 5.778962394591782, 13.623571540641352].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.303834612632515, 1.832595714594046, 137.72661253344563, 5.778962394591782, 13.623571540641352].png","[4.71238898038469, -2.303834612632515, 1.832595714594046, 137.72661253344563, 5.778962394591782, 13.623571540641352]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.303834612632515, 1.5707963267948966, 121.70345677416769, 176.55196393755182, 30.68177067419286].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.303834612632515, 1.5707963267948966, 121.70345677416769, 176.55196393755182, 30.68177067419286].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.303834612632515, 1.5707963267948966, 121.70345677416769, 176.55196393755182, 30.68177067419286].png","[4.71238898038469, -2.303834612632515, 1.5707963267948966, 121.70345677416769, 176.55196393755182, 30.68177067419286]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.303834612632515, 1.308996938995747, 140.5024076310692, 175.81585239316732, 26.410537043550548].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.303834612632515, 1.308996938995747, 140.5024076310692, 175.81585239316732, 26.410537043550548].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.303834612632515, 1.308996938995747, 140.5024076310692, 175.81585239316732, 26.410537043550548].png","[4.71238898038469, -2.303834612632515, 1.308996938995747, 140.5024076310692, 175.81585239316732, 26.410537043550548]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.0943951023931957, -2.0, 59.983782166586735, 139.27955146424105, 62.99386199477835].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.0943951023931957, -2.0, 59.983782166586735, 139.27955146424105, 62.99386199477835].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.0943951023931957, -2.0, 59.983782166586735, 139.27955146424105, 62.99386199477835].png","[4.71238898038469, -2.0943951023931957, -2.0, 59.983782166586735, 139.27955146424105, 62.99386199477835]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.0943951023931957, -2.0943951023931953, 21.29799496585406, 100.40252339384372, 147.1026404031806].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.0943951023931957, -2.0943951023931953, 21.29799496585406, 100.40252339384372, 147.1026404031806].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.0943951023931957, -2.0943951023931953, 21.29799496585406, 100.40252339384372, 147.1026404031806].png","[4.71238898038469, -2.0943951023931957, -2.0943951023931953, 21.29799496585406, 100.40252339384372, 147.1026404031806]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.0943951023931957, -1.832595714594046, 34.366443021450486, 130.5363078847304, 134.63529665255183].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.0943951023931957, -1.832595714594046, 34.366443021450486, 130.5363078847304, 134.63529665255183].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.0943951023931957, -1.832595714594046, 34.366443021450486, 130.5363078847304, 134.63529665255183].png","[4.71238898038469, -2.0943951023931957, -1.832595714594046, 34.366443021450486, 130.5363078847304, 134.63529665255183]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.0943951023931957, -1.5707963267948966, 110.15708079329966, 147.61532842777657, 51.15602460607874].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.0943951023931957, -1.5707963267948966, 110.15708079329966, 147.61532842777657, 51.15602460607874].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.0943951023931957, -1.5707963267948966, 110.15708079329966, 147.61532842777657, 51.15602460607874].png","[4.71238898038469, -2.0943951023931957, -1.5707963267948966, 110.15708079329966, 147.61532842777657, 51.15602460607874]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.0943951023931957, -1.308996938995747, 46.99279641651362, 173.30677944703177, 73.86100751314453].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.0943951023931957, -1.308996938995747, 46.99279641651362, 173.30677944703177, 73.86100751314453].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.0943951023931957, -1.308996938995747, 46.99279641651362, 173.30677944703177, 73.86100751314453].png","[4.71238898038469, -2.0943951023931957, -1.308996938995747, 46.99279641651362, 173.30677944703177, 73.86100751314453]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.0943951023931957, 2.0, 81.75215511114428, 66.46985279745967, 146.0801279106922].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.0943951023931957, 2.0, 81.75215511114428, 66.46985279745967, 146.0801279106922].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.0943951023931957, 2.0, 81.75215511114428, 66.46985279745967, 146.0801279106922].png","[4.71238898038469, -2.0943951023931957, 2.0, 81.75215511114428, 66.46985279745967, 146.0801279106922]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.0943951023931957, 2.0943951023931953, 170.85626431682417, 154.78732231183042, 145.52356888910796].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.0943951023931957, 2.0943951023931953, 170.85626431682417, 154.78732231183042, 145.52356888910796].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.0943951023931957, 2.0943951023931953, 170.85626431682417, 154.78732231183042, 145.52356888910796].png","[4.71238898038469, -2.0943951023931957, 2.0943951023931953, 170.85626431682417, 154.78732231183042, 145.52356888910796]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.0943951023931957, 1.832595714594046, 137.7316536412536, 139.67191328119796, 22.715791366092805].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.0943951023931957, 1.832595714594046, 137.7316536412536, 139.67191328119796, 22.715791366092805].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.0943951023931957, 1.832595714594046, 137.7316536412536, 139.67191328119796, 22.715791366092805].png","[4.71238898038469, -2.0943951023931957, 1.832595714594046, 137.7316536412536, 139.67191328119796, 22.715791366092805]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.0943951023931957, 1.5707963267948966, 138.54813736926104, 129.54330961138052, 80.36384056526276].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.0943951023931957, 1.5707963267948966, 138.54813736926104, 129.54330961138052, 80.36384056526276].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.0943951023931957, 1.5707963267948966, 138.54813736926104, 129.54330961138052, 80.36384056526276].png","[4.71238898038469, -2.0943951023931957, 1.5707963267948966, 138.54813736926104, 129.54330961138052, 80.36384056526276]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -2.0943951023931957, 1.308996938995747, 137.4547901264333, 132.159811399033, 43.37512211418777].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -2.0943951023931957, 1.308996938995747, 137.4547901264333, 132.159811399033, 43.37512211418777].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -2.0943951023931957, 1.308996938995747, 137.4547901264333, 132.159811399033, 43.37512211418777].png","[4.71238898038469, -2.0943951023931957, 1.308996938995747, 137.4547901264333, 132.159811399033, 43.37512211418777]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -1.884955592153876, -2.0, 18.96801977742266, 126.11895162342111, 154.27381807745152].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -1.884955592153876, -2.0, 18.96801977742266, 126.11895162342111, 154.27381807745152].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -1.884955592153876, -2.0, 18.96801977742266, 126.11895162342111, 154.27381807745152].png","[4.71238898038469, -1.884955592153876, -2.0, 18.96801977742266, 126.11895162342111, 154.27381807745152]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -1.884955592153876, -2.0943951023931953, 173.62683467820335, 94.42034573152618, 4.877969956397257].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -1.884955592153876, -2.0943951023931953, 173.62683467820335, 94.42034573152618, 4.877969956397257].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -1.884955592153876, -2.0943951023931953, 173.62683467820335, 94.42034573152618, 4.877969956397257].png","[4.71238898038469, -1.884955592153876, -2.0943951023931953, 173.62683467820335, 94.42034573152618, 4.877969956397257]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -1.884955592153876, -1.832595714594046, 24.290069407534595, 38.723661270159695, 95.92799339909644].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -1.884955592153876, -1.832595714594046, 24.290069407534595, 38.723661270159695, 95.92799339909644].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -1.884955592153876, -1.832595714594046, 24.290069407534595, 38.723661270159695, 95.92799339909644].png","[4.71238898038469, -1.884955592153876, -1.832595714594046, 24.290069407534595, 38.723661270159695, 95.92799339909644]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -1.884955592153876, -1.5707963267948966, 63.34779850320109, 148.6311222014565, 110.80867483900154].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -1.884955592153876, -1.5707963267948966, 63.34779850320109, 148.6311222014565, 110.80867483900154].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -1.884955592153876, -1.5707963267948966, 63.34779850320109, 148.6311222014565, 110.80867483900154].png","[4.71238898038469, -1.884955592153876, -1.5707963267948966, 63.34779850320109, 148.6311222014565, 110.80867483900154]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -1.884955592153876, -1.308996938995747, 139.36818152670088, 61.741078071101846, 171.21884112434688].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -1.884955592153876, -1.308996938995747, 139.36818152670088, 61.741078071101846, 171.21884112434688].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -1.884955592153876, -1.308996938995747, 139.36818152670088, 61.741078071101846, 171.21884112434688].png","[4.71238898038469, -1.884955592153876, -1.308996938995747, 139.36818152670088, 61.741078071101846, 171.21884112434688]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -1.884955592153876, 2.0, 151.79579775181855, 55.201944280723374, 162.01906761901665].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -1.884955592153876, 2.0, 151.79579775181855, 55.201944280723374, 162.01906761901665].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -1.884955592153876, 2.0, 151.79579775181855, 55.201944280723374, 162.01906761901665].png","[4.71238898038469, -1.884955592153876, 2.0, 151.79579775181855, 55.201944280723374, 162.01906761901665]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -1.884955592153876, 2.0943951023931953, 96.02866123933133, 37.992914667964904, 58.31102081533229].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -1.884955592153876, 2.0943951023931953, 96.02866123933133, 37.992914667964904, 58.31102081533229].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -1.884955592153876, 2.0943951023931953, 96.02866123933133, 37.992914667964904, 58.31102081533229].png","[4.71238898038469, -1.884955592153876, 2.0943951023931953, 96.02866123933133, 37.992914667964904, 58.31102081533229]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[4.71238898038469, -1.884955592153876, 1.832595714594046, 73.79745038880282, 137.00719397915958, 56.0162865179904].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[4.71238898038469, -1.884955592153876, 1.832595714594046, 73.79745038880282, 137.00719397915958, 56.0162865179904].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[4.71238898038469, -1.884955592153876, 1.832595714594046, 73.79745038880282, 137.00719397915958, 56.0162865179904].png","[4.71238898038469, -1.884955592153876, 1.832595714594046, 73.79745038880282, 137.00719397915958, 56.0162865179904]"
